anio	comuna	codigo_comuna	region	id_region	habitantes	indice_de_desarrollo_humano	indice_pobreza_multidimensional	v	v_ranking	v_cat	v1	v1_cat	v3	v3_cat	v2	v2_cat	v_gauge	v1_gauge	v2_gauge	v3_gauge
2024	Quinta Normal	13126	Metropolitana de Santiago	13	140964	0.604	0.197	0.565	58	ALTO	0.609	ALTO	0.485	MEDIO BAJO	0.599	ALTO	0.81	0.852	0.826	0.423
2024	Recoleta	13127	Metropolitana de Santiago	13	196073	0.59	0.212	0.588	30	ALTO	0.548	MEDIO ALTO	0.552	MEDIO ALTO	0.663	ALTO	0.903	0.677	0.933	0.709
2024	Renca	13128	Metropolitana de Santiago	13	162854	0.585	0.195	0.546	88	MEDIO ALTO	0.557	MEDIO ALTO	0.526	MEDIO ALTO	0.554	MEDIO ALTO	0.713	0.701	0.735	0.599
2024	San Joaquín	13129	Metropolitana de Santiago	13	103420	0.611	0.196	0.556	74	MEDIO ALTO	0.598	ALTO	0.419	BAJO	0.652	ALTO	0.75	0.828	0.916	0.171
2024	San Miguel	13130	Metropolitana de Santiago	13	142549	0.727	0.129	0.596	23	ALTO	0.77	ALTO	0.463	MEDIO BAJO	0.554	MEDIO ALTO	0.927	0.991	0.735	0.327
2024	San Ramón	13131	Metropolitana de Santiago	13	84495	0.54	0.192	0.546	89	MEDIO ALTO	0.529	MEDIO ALTO	0.663	ALTO	0.446	MEDIO BAJO	0.713	0.631	0.346	0.951
2024	Vitacura	13132	Metropolitana de Santiago	13	97388	0.961	0.024	0.637	5	ALTO	0.699	ALTO	0.551	MEDIO ALTO	0.66	ALTO	0.987	0.968	0.93	0.699
2024	Puente Alto	13201	Metropolitana de Santiago	13	664370	0.662	0.189	0.575	42	ALTO	0.584	ALTO	0.461	MEDIO BAJO	0.679	ALTO	0.863	0.791	0.953	0.317
2024	Pirque	13202	Metropolitana de Santiago	13	32412	0.697	0.194	0.451	242	BAJO	0.438	MEDIO BAJO	0.362	BAJO	0.554	MEDIO ALTO	0.197	0.328	0.735	0.102
2024	San José de Maipo	13203	Metropolitana de Santiago	13	19330	0.66	0.244	0.41	279	BAJO	0.41	BAJO	0.339	BAJO	0.483	MEDIO BAJO	0.076	0.233	0.494	0.059
2024	Colina	13301	Metropolitana de Santiago	13	193594	0.745	0.246	0.581	37	ALTO	0.544	MEDIO ALTO	0.501	MEDIO BAJO	0.698	ALTO	0.88	0.654	0.977	0.48
2024	Lampa	13302	Metropolitana de Santiago	13	139266	0.648	0.256	0.498	163	MEDIO BAJO	0.525	MEDIO ALTO	0.406	BAJO	0.562	MEDIO ALTO	0.46	0.616	0.747	0.138
2024	Til Til	13303	Metropolitana de Santiago	13	22262	0.664	0.289	0.394	287	BAJO	0.488	MEDIO BAJO	0.2	BAJO	0.493	MEDIO ALTO	0.049	0.491	0.529	0.007
2024	San Bernardo	13401	Metropolitana de Santiago	13	345583	0.606	0.187	0.539	104	MEDIO ALTO	0.555	MEDIO ALTO	0.451	MEDIO BAJO	0.61	ALTO	0.657	0.698	0.846	0.27
2024	Buin	13402	Metropolitana de Santiago	13	116032	0.655	0.191	0.534	116	MEDIO ALTO	0.549	MEDIO ALTO	0.425	BAJO	0.629	ALTO	0.617	0.683	0.887	0.191
2024	Calera de Tango	13403	Metropolitana de Santiago	13	29880	0.699	0.186	0.479	194	MEDIO BAJO	0.465	MEDIO BAJO	0.553	MEDIO ALTO	0.419	BAJO	0.36	0.433	0.221	0.723
2024	Paine	13404	Metropolitana de Santiago	13	87059	0.598	0.209	0.477	201	MEDIO BAJO	0.435	MEDIO BAJO	0.467	MEDIO BAJO	0.528	MEDIO ALTO	0.333	0.32	0.645	0.35
2024	Melipilla	13501	Metropolitana de Santiago	13	147275	0.573	0.228	0.546	90	MEDIO ALTO	0.481	MEDIO BAJO	0.487	MEDIO BAJO	0.671	ALTO	0.713	0.462	0.945	0.43
2024	Alhué	13502	Metropolitana de Santiago	13	7756	0.6	0.291	0.464	217	MEDIO BAJO	0.547	MEDIO ALTO	0.416	BAJO	0.43	MEDIO BAJO	0.28	0.669	0.282	0.161
2024	Curacaví	13503	Metropolitana de Santiago	13	37932	0.618	0.258	0.485	183	MEDIO BAJO	0.443	MEDIO BAJO	0.512	MEDIO ALTO	0.501	MEDIO ALTO	0.393	0.343	0.552	0.541
2024	María Pinto	13504	Metropolitana de Santiago	13	15503	0.607	0.272	0.407	280	BAJO	0.357	BAJO	0.346	BAJO	0.517	MEDIO ALTO	0.072	0.034	0.596	0.079
2024	San Pedro	13505	Metropolitana de Santiago	13	12412	0.534	0.319	0.422	269	BAJO	0.381	BAJO	0.427	BAJO	0.456	MEDIO BAJO	0.109	0.124	0.39	0.201
2024	Talagante	13601	Metropolitana de Santiago	13	84670	0.65	0.17	0.519	139	MEDIO ALTO	0.541	MEDIO ALTO	0.496	MEDIO BAJO	0.52	MEDIO ALTO	0.54	0.651	0.619	0.46
2024	El Monte	13602	Metropolitana de Santiago	13	41711	0.594	0.23	0.435	262	BAJO	0.518	MEDIO ALTO	0.413	BAJO	0.374	BAJO	0.132	0.596	0.092	0.148
2024	Isla de Maipo	13603	Metropolitana de Santiago	13	41876	0.628	0.229	0.439	260	BAJO	0.465	MEDIO BAJO	0.297	BAJO	0.554	MEDIO ALTO	0.138	0.433	0.735	0.039
2024	Padre Hurtado	13604	Metropolitana de Santiago	13	79925	0.655	0.196	0.573	45	ALTO	0.623	ALTO	0.532	MEDIO ALTO	0.565	ALTO	0.853	0.881	0.753	0.63
2024	Peñaflor	13605	Metropolitana de Santiago	13	105498	0.661	0.151	0.583	36	ALTO	0.578	ALTO	0.484	MEDIO BAJO	0.687	ALTO	0.887	0.765	0.956	0.42
2024	Valdivia	14101	Los Ríos	14	180848	0.678	0.139	0.588	31	ALTO	0.64	ALTO	0.446	MEDIO BAJO	0.679	ALTO	0.903	0.913	0.953	0.257
2024	Corral	14102	Los Ríos	14	5432	0.507	0.232	0.375	293	BAJO	0.412	BAJO	0.249	BAJO	0.464	MEDIO BAJO	0.03	0.239	0.407	0.013
2024	Lanco	14103	Los Ríos	14	17957	0.53	0.156	0.542	100	MEDIO ALTO	0.49	MEDIO BAJO	0.643	ALTO	0.493	MEDIO ALTO	0.673	0.497	0.529	0.935
2024	Los Lagos	14104	Los Ríos	14	20523	0.512	0.241	0.476	202	MEDIO BAJO	0.45	MEDIO BAJO	0.51	MEDIO ALTO	0.467	MEDIO BAJO	0.33	0.36	0.43	0.521
2024	Mafil	14105	Los Ríos	14	7381	0.538	0.229	0.452	237	BAJO	0.501	MEDIO ALTO	0.473	MEDIO BAJO	0.382	BAJO	0.214	0.547	0.098	0.367
2024	Mariquina	14106	Los Ríos	14	23830	0.516	0.266	0.496	168	MEDIO BAJO	0.492	MEDIO BAJO	0.573	ALTO	0.422	BAJO	0.443	0.5	0.244	0.799
2024	Paillaco	14107	Los Ríos	14	20915	0.529	0.172	0.509	154	MEDIO BAJO	0.482	MEDIO BAJO	0.516	MEDIO ALTO	0.528	MEDIO ALTO	0.49	0.465	0.645	0.562
2024	Panguipulli	14108	Los Ríos	14	36178	0.482	0.251	0.524	133	MEDIO ALTO	0.455	MEDIO BAJO	0.643	ALTO	0.475	MEDIO BAJO	0.56	0.39	0.471	0.935
2024	La Unión	14201	Los Ríos	14	39668	0.579	0.186	0.567	56	ALTO	0.567	MEDIO ALTO	0.588	ALTO	0.546	MEDIO ALTO	0.817	0.724	0.692	0.864
2024	Futrono	14202	Los Ríos	14	15211	0.493	0.191	0.511	148	MEDIO ALTO	0.411	BAJO	0.511	MEDIO ALTO	0.61	ALTO	0.513	0.236	0.846	0.534
2024	Lago Ranco	14203	Los Ríos	14	10280	0.459	0.354	0.472	207	MEDIO BAJO	0.388	BAJO	0.553	MEDIO ALTO	0.475	MEDIO BAJO	0.313	0.147	0.471	0.723
2024	Río Bueno	14204	Los Ríos	14	32982	0.623	0.21	0.53	125	MEDIO ALTO	0.514	MEDIO ALTO	0.567	ALTO	0.509	MEDIO ALTO	0.587	0.578	0.578	0.769
2024	Arica	15101	Arica y Parinacota	15	255195	0.633	0.183	0.572	47	ALTO	0.587	ALTO	0.51	MEDIO ALTO	0.618	ALTO	0.847	0.799	0.866	0.521
2024	Camarones	15102	Arica y Parinacota	15	1244	0.58	0.37	NA	NA	NA	0.365	BAJO	NA	NA	0.411	BAJO	NA	0.063	0.207	NA
2024	Putre	15201	Arica y Parinacota	15	2559	NA	0.309	NA	NA	NA	0.354	BAJO	NA	NA	0.385	BAJO	NA	0.023	0.121	NA
2024	General Lagos	15202	Arica y Parinacota	15	804	NA	0.586	NA	NA	NA	0.374	BAJO	NA	NA	0.483	MEDIO BAJO	NA	0.083	0.494	NA
2024	Chillán	16101	Ñuble	16	202826	0.646	0.127	0.554	78	MEDIO ALTO	0.638	ALTO	0.524	MEDIO ALTO	0.501	MEDIO ALTO	0.743	0.907	0.552	0.589
2024	Bulnes	16102	Ñuble	16	22732	0.548	0.101	0.468	216	MEDIO BAJO	0.495	MEDIO ALTO	0.515	MEDIO ALTO	0.393	BAJO	0.283	0.512	0.132	0.555
2024	Chillán Viejo	16103	Ñuble	16	35176	0.613	0.152	0.479	195	MEDIO BAJO	0.498	MEDIO ALTO	0.482	MEDIO BAJO	0.456	MEDIO BAJO	0.36	0.532	0.39	0.41
2024	El Carmen	16104	Ñuble	16	12234	0.472	0.19	0.481	191	MEDIO BAJO	0.379	BAJO	0.598	ALTO	0.467	MEDIO BAJO	0.367	0.112	0.43	0.89
2024	Pemuco	16105	Ñuble	16	8600	0.497	0.201	0.441	257	BAJO	0.427	MEDIO BAJO	0.484	MEDIO BAJO	0.411	BAJO	0.148	0.299	0.207	0.42
2024	Pinto	16106	Ñuble	16	12110	0.521	0.225	0.532	121	MEDIO ALTO	0.486	MEDIO BAJO	0.626	ALTO	0.483	MEDIO BAJO	0.6	0.477	0.494	0.925
2024	Quillón	16107	Ñuble	16	19182	0.529	0.12	0.495	171	MEDIO BAJO	0.497	MEDIO ALTO	0.495	MEDIO BAJO	0.493	MEDIO ALTO	0.433	0.526	0.529	0.453
2024	San Ignacio	16108	Ñuble	16	16614	0.437	0.216	0.474	204	MEDIO BAJO	0.403	BAJO	0.554	MEDIO ALTO	0.467	MEDIO BAJO	0.327	0.21	0.43	0.726
2024	Yungay	16109	Ñuble	16	18784	0.569	0.128	0.43	265	BAJO	0.504	MEDIO ALTO	0.326	BAJO	0.459	MEDIO BAJO	0.122	0.555	0.398	0.053
2024	Quirihue	16201	Ñuble	16	12234	0.554	0.189	0.43	266	BAJO	0.426	MEDIO BAJO	0.572	ALTO	0.292	BAJO	0.122	0.294	0.009	0.792
2024	Cobquecura	16202	Ñuble	16	5238	0.506	0.243	NA	NA	NA	0.459	MEDIO BAJO	NA	NA	0.438	MEDIO BAJO	NA	0.401	0.323	NA
2024	Coelemu	16203	Ñuble	16	16894	0.566	0.184	0.496	169	MEDIO BAJO	0.503	MEDIO ALTO	0.512	MEDIO ALTO	0.475	MEDIO BAJO	0.443	0.549	0.471	0.541
2024	Ninhue	16204	Ñuble	16	5370	0.436	0.214	0.464	218	MEDIO BAJO	0.396	BAJO	0.574	ALTO	0.422	BAJO	0.28	0.178	0.244	0.808
2024	Portezuelo	16205	Ñuble	16	4891	0.444	0.208	NA	NA	NA	0.386	BAJO	NA	NA	0.448	MEDIO BAJO	NA	0.138	0.369	NA
2024	Ranquil	16206	Ñuble	16	6290	0.578	0.155	0.528	127	MEDIO ALTO	0.42	MEDIO BAJO	0.67	ALTO	0.496	MEDIO ALTO	0.58	0.273	0.532	0.964
2024	Treguaco	16207	Ñuble	16	5752	0.487	0.188	0.35	299	BAJO	0.414	BAJO	0.288	BAJO	0.348	BAJO	0.01	0.244	0.037	0.03
2024	San Carlos	16301	Ñuble	16	56886	0.549	0.151	0.545	92	MEDIO ALTO	0.492	MEDIO ALTO	0.622	ALTO	0.52	MEDIO ALTO	0.697	0.503	0.619	0.916
2024	Coihueco	16302	Ñuble	16	28908	0.496	0.245	0.453	233	BAJO	0.386	BAJO	0.524	MEDIO ALTO	0.448	MEDIO BAJO	0.23	0.138	0.369	0.589
2024	Ñiquén	16303	Ñuble	16	11541	0.582	0.192	0.411	277	BAJO	0.365	BAJO	0.355	BAJO	0.512	MEDIO ALTO	0.082	0.063	0.59	0.092
2024	San Fabián	16304	Ñuble	16	4761	0.503	0.15	0.411	278	BAJO	0.475	MEDIO BAJO	0.346	BAJO	0.411	BAJO	0.082	0.451	0.207	0.079
2024	San Nicolás	16305	Ñuble	16	12414	0.546	0.197	0.584	33	ALTO	0.381	BAJO	0.802	ALTO	0.571	ALTO	0.893	0.124	0.759	1
2025	Iquique	01101	Tarapacá	1	199587	0.685	0.183	0.573	58	ALTO	0.599	ALTO	0.465	MEDIO BAJO	0.657	ALTO	0.799	0.84	0.92	0.26
2025	Alto Hospicio	01107	Tarapacá	1	142086	0.578	0.326	0.572	59	ALTO	0.498	MEDIO ALTO	0.612	ALTO	0.607	ALTO	0.796	0.529	0.836	0.924
2025	Pozo Almonte	01401	Tarapacá	1	16878	0.617	0.25	0.483	181	MEDIO BAJO	0.442	MEDIO BAJO	0.5	MEDIO BAJO	0.508	MEDIO ALTO	0.366	0.336	0.583	0.428
2025	Camiña	01402	Tarapacá	1	1335	0.463	0.223	NA	NA	NA	0.348	BAJO	NA	NA	0.289	BAJO	NA	0.017	0.003	NA
2025	Colchane	01403	Tarapacá	1	790	0.407	0.3	NA	NA	NA	0.412	BAJO	NA	NA	0.4	BAJO	NA	0.225	0.185	NA
2025	Huara	01404	Tarapacá	1	2858	0.515	0.386	NA	NA	NA	0.36	BAJO	NA	NA	0.412	BAJO	NA	0.042	0.202	NA
2025	Pica	01405	Tarapacá	1	6272	0.627	0.168	0.397	269	BAJO	0.361	BAJO	0.347	BAJO	0.482	MEDIO ALTO	0.059	0.048	0.509	0.09
2025	Antofagasta	02101	Antofagasta	2	401096	0.696	0.167	0.6	27	ALTO	0.61	ALTO	0.494	MEDIO BAJO	0.697	ALTO	0.908	0.869	0.955	0.384
2025	Mejillones	02102	Antofagasta	2	14084	0.647	0.199	0.547	91	MEDIO ALTO	0.517	MEDIO ALTO	0.505	MEDIO BAJO	0.619	ALTO	0.687	0.61	0.866	0.452
2025	Sierra Gorda	02103	Antofagasta	2	1472	0.618	0.165	NA	NA	NA	0.684	ALTO	NA	NA	0.627	ALTO	NA	0.968	0.881	NA
2025	Taltal	02104	Antofagasta	2	12097	0.64	0.211	0.488	172	MEDIO BAJO	0.514	MEDIO ALTO	0.471	MEDIO BAJO	0.479	MEDIO BAJO	0.398	0.602	0.5	0.281
2025	Calama	02201	Antofagasta	2	166334	0.689	0.168	0.567	66	ALTO	0.607	ALTO	0.568	ALTO	0.525	MEDIO ALTO	0.771	0.855	0.622	0.799
2025	Ollagüe	02202	Antofagasta	2	256	NA	0.161	NA	NA	NA	0.417	BAJO	NA	NA	0.4	BAJO	NA	0.25	0.185	NA
2025	San Pedro de Atacama	02203	Antofagasta	2	9843	0.565	0.225	0.481	183	MEDIO BAJO	0.405	BAJO	0.548	MEDIO ALTO	0.49	MEDIO ALTO	0.359	0.199	0.539	0.729
2025	Tocopilla	02301	Antofagasta	2	25400	0.631	0.205	0.577	57	ALTO	0.572	ALTO	0.548	MEDIO ALTO	0.61	ALTO	0.806	0.753	0.842	0.729
2025	María Elena	02302	Antofagasta	2	4834	0.702	0.152	0.399	266	BAJO	0.385	BAJO	0.453	BAJO	0.359	BAJO	0.069	0.121	0.048	0.233
2025	Copiapó	03101	Atacama	3	168831	0.688	0.198	0.506	142	MEDIO ALTO	0.588	ALTO	0.472	MEDIO BAJO	0.458	MEDIO BAJO	0.504	0.805	0.401	0.288
2025	Caldera	03102	Atacama	3	18805	0.668	0.197	0.403	264	BAJO	0.536	MEDIO ALTO	0.294	BAJO	0.38	BAJO	0.076	0.657	0.099	0.049
2025	Tierra Amarilla	03103	Atacama	3	11846	0.568	0.345	0.451	225	BAJO	0.429	MEDIO BAJO	0.556	ALTO	0.368	BAJO	0.219	0.295	0.06	0.76
2025	Chañaral	03201	Atacama	3	12345	0.63	0.228	0.412	260	BAJO	0.389	BAJO	0.397	BAJO	0.45	MEDIO BAJO	0.09	0.135	0.372	0.128
2025	Diego de Almagro	03202	Atacama	3	11397	0.72	0.189	0.447	229	BAJO	0.51	MEDIO ALTO	0.443	BAJO	0.388	BAJO	0.201	0.57	0.125	0.212
2025	Vallenar	03301	Atacama	3	54222	0.659	0.165	0.525	116	MEDIO ALTO	0.565	MEDIO ALTO	0.541	MEDIO ALTO	0.467	MEDIO BAJO	0.602	0.715	0.43	0.683
2025	Alto Del Carmen	03302	Atacama	3	4788	0.566	0.279	NA	NA	NA	0.357	BAJO	NA	NA	0.368	BAJO	NA	0.037	0.06	NA
2025	Freirina	03303	Atacama	3	7577	0.604	0.286	0.432	245	BAJO	0.36	BAJO	0.578	ALTO	0.359	BAJO	0.142	0.042	0.048	0.833
2025	Huasco	03304	Atacama	3	9369	0.647	0.178	0.467	207	MEDIO BAJO	0.457	MEDIO BAJO	0.484	MEDIO BAJO	0.458	MEDIO BAJO	0.282	0.402	0.401	0.332
2025	La Serena	04101	Coquimbo	4	250141	0.695	0.131	0.569	63	ALTO	0.628	ALTO	0.543	MEDIO ALTO	0.537	MEDIO ALTO	0.782	0.895	0.679	0.69
2025	Coquimbo	04102	Coquimbo	4	263719	0.651	0.167	0.561	73	MEDIO ALTO	0.606	ALTO	0.548	MEDIO ALTO	0.528	MEDIO ALTO	0.746	0.852	0.649	0.729
2025	Andacollo	04103	Coquimbo	4	11566	0.618	0.194	0.508	140	MEDIO ALTO	0.461	MEDIO BAJO	0.723	ALTO	0.339	BAJO	0.518	0.411	0.028	0.993
2025	La Higuera	04104	Coquimbo	4	4335	0.521	0.295	NA	NA	NA	0.4	BAJO	NA	NA	0.388	BAJO	NA	0.174	0.125	NA
2025	Paihuano	04105	Coquimbo	4	4649	0.572	0.151	NA	NA	NA	0.353	BAJO	NA	NA	0.429	MEDIO BAJO	NA	0.02	0.285	NA
2025	Vicuña	04106	Coquimbo	4	28047	0.581	0.195	0.484	180	MEDIO BAJO	0.436	MEDIO BAJO	0.579	ALTO	0.438	MEDIO BAJO	0.373	0.31	0.323	0.837
2025	Illapel	04201	Coquimbo	4	32009	0.634	0.17	0.525	114	MEDIO ALTO	0.482	MEDIO BAJO	0.564	ALTO	0.528	MEDIO ALTO	0.602	0.467	0.649	0.785
2025	Canela	04202	Coquimbo	4	9639	0.516	0.239	NA	NA	NA	0.427	MEDIO BAJO	NA	NA	0.438	MEDIO BAJO	NA	0.286	0.323	NA
2025	Los Vilos	04203	Coquimbo	4	22879	0.559	0.209	0.522	123	MEDIO ALTO	0.566	MEDIO ALTO	0.541	MEDIO ALTO	0.458	MEDIO BAJO	0.57	0.721	0.401	0.683
2025	Salamanca	04204	Coquimbo	4	27823	0.649	0.14	0.468	204	MEDIO BAJO	0.4	BAJO	0.605	ALTO	0.4	BAJO	0.285	0.174	0.185	0.913
2025	Ovalle	04301	Coquimbo	4	118696	0.597	0.18	0.521	124	MEDIO ALTO	0.505	MEDIO ALTO	0.518	MEDIO ALTO	0.54	MEDIO ALTO	0.567	0.549	0.688	0.528
2025	Combarbalá	04302	Coquimbo	4	12954	0.561	0.224	0.442	235	BAJO	0.432	MEDIO BAJO	0.496	MEDIO BAJO	0.397	BAJO	0.177	0.301	0.139	0.39
2025	Monte Patria	04303	Coquimbo	4	29997	0.533	0.232	0.458	217	BAJO	0.394	BAJO	0.531	MEDIO ALTO	0.45	MEDIO BAJO	0.24	0.157	0.372	0.602
2025	Punitaqui	04304	Coquimbo	4	12076	0.571	0.268	0.441	237	BAJO	0.416	BAJO	0.456	BAJO	0.45	MEDIO BAJO	0.174	0.239	0.372	0.243
2025	Río Hurtado	04305	Coquimbo	4	4334	0.596	0.228	NA	NA	NA	0.344	BAJO	NA	NA	0.499	MEDIO ALTO	NA	0.006	0.562	NA
2025	Valparaíso	05101	Valparaíso	5	284938	0.625	0.191	0.563	71	ALTO	0.629	ALTO	0.438	BAJO	0.62	ALTO	0.761	0.898	0.869	0.191
2025	Casablanca	05102	Valparaíso	5	29876	0.625	0.196	0.492	168	MEDIO BAJO	0.511	MEDIO ALTO	0.488	MEDIO BAJO	0.476	MEDIO BAJO	0.415	0.576	0.468	0.349
2025	Concón	05103	Valparaíso	5	48294	0.769	0.134	0.642	6	ALTO	0.74	ALTO	0.591	ALTO	0.595	ALTO	0.982	0.988	0.824	0.865
2025	Juan Fernández	05104	Valparaíso	5	904	0.69	0.056	NA	NA	NA	0.51	MEDIO ALTO	NA	NA	0.42	BAJO	NA	0.57	0.25	NA
2025	Puchuncaví	05105	Valparaíso	5	22539	0.606	0.316	0.501	151	MEDIO BAJO	0.676	ALTO	0.439	BAJO	0.388	BAJO	0.475	0.953	0.125	0.198
2025	Quintero	05107	Valparaíso	5	35754	0.605	0.234	0.528	109	MEDIO ALTO	0.576	ALTO	0.489	MEDIO BAJO	0.52	MEDIO ALTO	0.623	0.762	0.616	0.356
2025	Viña del Mar	05109	Valparaíso	5	334871	0.696	0.149	0.572	60	ALTO	0.684	ALTO	0.466	MEDIO BAJO	0.566	MEDIO ALTO	0.796	0.968	0.75	0.264
2025	Isla de Pascua	05201	Valparaíso	5	4800	0.674	0.125	0.427	250	BAJO	0.621	ALTO	0.331	BAJO	0.33	BAJO	0.125	0.881	0.011	0.069
2025	Los Andes	05301	Valparaíso	5	63440	0.675	0.152	0.562	72	MEDIO ALTO	0.653	ALTO	0.509	MEDIO BAJO	0.525	MEDIO ALTO	0.75	0.936	0.622	0.476
2025	Calle Larga	05302	Valparaíso	5	16597	0.641	0.145	0.59	39	ALTO	0.532	MEDIO ALTO	0.719	ALTO	0.52	MEDIO ALTO	0.866	0.651	0.616	0.99
2025	Rinconada	05303	Valparaíso	5	11855	0.681	0.251	0.474	194	MEDIO BAJO	0.567	MEDIO ALTO	0.516	MEDIO ALTO	0.339	BAJO	0.324	0.733	0.028	0.521
2025	San Esteban	05304	Valparaíso	5	20112	0.66	0.21	0.504	143	MEDIO BAJO	0.524	MEDIO ALTO	0.618	ALTO	0.371	BAJO	0.5	0.622	0.065	0.938
2025	La Ligua	05401	Valparaíso	5	39270	0.57	0.236	0.469	203	MEDIO BAJO	0.514	MEDIO ALTO	0.453	BAJO	0.441	MEDIO BAJO	0.299	0.602	0.34	0.233
2025	Cabildo	05402	Valparaíso	5	20015	0.6	0.205	0.48	186	MEDIO BAJO	0.453	MEDIO BAJO	0.516	MEDIO ALTO	0.47	MEDIO BAJO	0.349	0.369	0.456	0.521
2025	Papudo	05403	Valparaíso	5	7561	0.637	0.189	NA	NA	NA	0.559	MEDIO ALTO	NA	NA	0.458	MEDIO BAJO	NA	0.703	0.401	NA
2025	Petorca	05404	Valparaíso	5	10206	0.566	0.165	0.44	239	BAJO	0.363	BAJO	0.478	MEDIO BAJO	0.479	MEDIO BAJO	0.167	0.056	0.5	0.308
2025	Zapallar	05405	Valparaíso	5	7980	0.695	0.266	0.465	210	MEDIO BAJO	0.666	ALTO	0.133	BAJO	0.595	ALTO	0.264	0.939	0.824	0.014
2025	Quillota	05501	Valparaíso	5	96753	0.626	0.155	0.552	82	MEDIO ALTO	0.604	ALTO	0.536	MEDIO ALTO	0.517	MEDIO ALTO	0.722	0.849	0.601	0.637
2025	Calera	05502	Valparaíso	5	50631	0.595	0.167	0.517	128	MEDIO ALTO	0.592	ALTO	0.52	MEDIO ALTO	0.438	MEDIO BAJO	0.553	0.817	0.323	0.535
2025	Hijuelas	05503	Valparaíso	5	19286	0.592	0.223	0.466	209	MEDIO BAJO	0.492	MEDIO ALTO	0.436	BAJO	0.47	MEDIO BAJO	0.271	0.506	0.456	0.188
2025	La Cruz	05504	Valparaíso	5	24939	0.715	0.14	NA	NA	NA	0.609	ALTO	NA	NA	0.38	BAJO	NA	0.863	0.099	NA
2025	Nogales	05506	Valparaíso	5	22136	0.618	0.151	0.491	170	MEDIO BAJO	0.531	MEDIO ALTO	0.513	MEDIO BAJO	0.429	MEDIO BAJO	0.408	0.642	0.285	0.5
2025	San Antonio	05601	Valparaíso	5	96770	0.602	0.142	0.578	54	ALTO	0.579	ALTO	0.509	MEDIO BAJO	0.645	ALTO	0.817	0.782	0.902	0.476
2025	Algarrobo	05602	Valparaíso	5	16076	0.624	0.196	0.577	56	ALTO	0.802	ALTO	0.49	MEDIO BAJO	0.438	MEDIO BAJO	0.806	0.997	0.323	0.363
2025	Cartagena	05603	Valparaíso	5	24599	0.515	0.284	0.517	129	MEDIO ALTO	0.608	ALTO	0.384	BAJO	0.557	MEDIO ALTO	0.553	0.858	0.735	0.115
2025	El Quisco	05604	Valparaíso	5	18971	0.549	0.117	0.625	14	ALTO	0.713	ALTO	0.525	MEDIO ALTO	0.636	ALTO	0.954	0.983	0.893	0.563
2025	El Tabo	05605	Valparaíso	5	16260	0.539	0.207	0.547	92	MEDIO ALTO	0.709	ALTO	0.376	BAJO	0.555	MEDIO ALTO	0.687	0.98	0.717	0.104
2025	Santo Domingo	05606	Valparaíso	5	13171	0.728	0.161	0.645	4	ALTO	0.675	ALTO	0.724	ALTO	0.537	MEDIO ALTO	0.989	0.951	0.679	0.997
2025	San Felipe	05701	Valparaíso	5	80413	0.632	0.172	0.543	95	MEDIO ALTO	0.571	MEDIO ALTO	0.539	MEDIO ALTO	0.52	MEDIO ALTO	0.669	0.75	0.616	0.662
2025	Catemu	05702	Valparaíso	5	13760	0.568	0.185	0.461	213	MEDIO BAJO	0.456	MEDIO BAJO	0.539	MEDIO ALTO	0.388	BAJO	0.254	0.393	0.125	0.662
2025	Llaillay	05703	Valparaíso	5	25484	0.629	0.155	0.469	201	MEDIO BAJO	0.496	MEDIO ALTO	0.494	MEDIO BAJO	0.418	BAJO	0.299	0.515	0.213	0.384
2025	Panquehue	05704	Valparaíso	5	7269	0.596	0.183	0.507	141	MEDIO ALTO	0.512	MEDIO ALTO	0.651	ALTO	0.359	BAJO	0.507	0.587	0.048	0.962
2025	Putaendo	05705	Valparaíso	5	17336	0.552	0.232	0.462	212	MEDIO BAJO	0.482	MEDIO BAJO	0.544	MEDIO ALTO	0.359	BAJO	0.257	0.467	0.048	0.694
2025	Santa María	05706	Valparaíso	5	15134	0.6	0.198	0.42	257	BAJO	0.456	MEDIO BAJO	0.486	MEDIO BAJO	0.318	BAJO	0.101	0.393	0.006	0.346
2025	Quilpué	05801	Valparaíso	5	162559	0.675	0.16	0.583	50	ALTO	0.667	ALTO	0.486	MEDIO BAJO	0.595	ALTO	0.831	0.942	0.824	0.346
2025	Limache	05802	Valparaíso	5	56145	0.623	0.176	0.499	155	MEDIO BAJO	0.579	ALTO	0.481	MEDIO BAJO	0.438	MEDIO BAJO	0.461	0.782	0.323	0.325
2025	Olmué	05803	Valparaíso	5	19778	0.6	0.261	0.444	232	BAJO	0.536	MEDIO ALTO	0.368	BAJO	0.429	MEDIO BAJO	0.188	0.657	0.285	0.094
2025	Villa Alemana	05804	Valparaíso	5	139571	0.67	0.15	0.496	158	MEDIO BAJO	0.635	ALTO	0.395	BAJO	0.458	MEDIO BAJO	0.447	0.907	0.401	0.125
2025	Rancagua	06101	Libertador General Bernardo O'Higgins	6	257744	0.658	0.147	0.578	53	ALTO	0.625	ALTO	0.532	MEDIO ALTO	0.578	ALTO	0.817	0.887	0.786	0.613
2025	Codegua	06102	Libertador General Bernardo O'Higgins	6	13955	0.615	0.182	0.352	281	BAJO	0.434	MEDIO BAJO	0.283	BAJO	0.339	BAJO	0.017	0.304	0.028	0.035
