anio	codigo_comuna	comuna	tipo_comuna	id_region	region	habitantes	indice_de_desarrollo_humano	indice_pobreza_multidimensional	v	v_ranking	v_cat	v1	v2	v3	v1_ranking	v2_ranking	v3_ranking	v1_cat	v2_cat	v3_cat	v_gauge	v1_gauge	v2_gauge	v3_gauge
2025	04302	Combarbalá	Rural	4	Coquimbo	12954	0.561	0.224	0.442	235	BAJO	0.432	0.397	0.496	240	294	176	MEDIO BAJO	BAJO	MEDIO BAJO	0.177	0.301	0.139	0.39
2025	04303	Monte Patria	Rural	4	Coquimbo	29997	0.533	0.232	0.458	217	BAJO	0.394	0.45	0.531	290	214	115	BAJO	MEDIO BAJO	MEDIO ALTO	0.24	0.157	0.372	0.602
2025	04304	Punitaqui	Rural	4	Coquimbo	12076	0.571	0.268	0.441	237	BAJO	0.416	0.45	0.456	261	215	219	BAJO	MEDIO BAJO	BAJO	0.174	0.239	0.372	0.243
2025	04305	Río Hurtado	Rural	4	Coquimbo	4334	0.596	0.228	NA	NA	NA	0.344	0.499	NA	344	148	NA	BAJO	MEDIO ALTO	NA	NA	0.006	0.562	NA
2025	05101	Valparaíso	Urbano	5	Valparaíso	284938	0.625	0.191	0.563	71	ALTO	0.629	0.62	0.438	36	45	234	ALTO	ALTO	BAJO	0.761	0.898	0.869	0.191
2025	05102	Casablanca	Mixto	5	Valparaíso	29876	0.625	0.196	0.492	168	MEDIO BAJO	0.511	0.476	0.488	148	180	188	MEDIO ALTO	MEDIO BAJO	MEDIO BAJO	0.415	0.576	0.468	0.349
2025	05103	Concón	Mixto	5	Valparaíso	48294	0.769	0.134	0.642	6	ALTO	0.74	0.595	0.591	5	60	41	ALTO	ALTO	ALTO	0.982	0.988	0.824	0.865
2025	05104	Juan Fernández	Rural	5	Valparaíso	904	0.69	0.056	NA	NA	NA	0.51	0.42	NA	149	255	NA	MEDIO ALTO	BAJO	NA	NA	0.57	0.25	NA
2025	05105	Puchuncaví	Mixto	5	Valparaíso	22539	0.606	0.316	0.501	151	MEDIO BAJO	0.676	0.388	0.439	17	301	232	ALTO	BAJO	BAJO	0.475	0.953	0.125	0.198
2025	05107	Quintero	Mixto	5	Valparaíso	35754	0.605	0.234	0.528	109	MEDIO ALTO	0.576	0.52	0.489	84	130	186	ALTO	MEDIO ALTO	MEDIO BAJO	0.623	0.762	0.616	0.356
2025	05109	Viña del Mar	Urbano	5	Valparaíso	334871	0.696	0.149	0.572	60	ALTO	0.684	0.566	0.466	13	85	213	ALTO	MEDIO ALTO	MEDIO BAJO	0.796	0.968	0.75	0.264
2025	05201	Isla de Pascua	Rural	5	Valparaíso	4800	0.674	0.125	0.427	250	BAJO	0.621	0.33	0.331	42	339	269	ALTO	BAJO	BAJO	0.125	0.881	0.011	0.069
2025	05301	Los Andes	Urbano	5	Valparaíso	63440	0.675	0.152	0.562	72	MEDIO ALTO	0.653	0.525	0.509	23	129	152	ALTO	MEDIO ALTO	MEDIO BAJO	0.75	0.936	0.622	0.476
2025	05302	Calle Larga	Mixto	5	Valparaíso	16597	0.641	0.145	0.59	39	ALTO	0.532	0.52	0.719	122	131	4	MEDIO ALTO	MEDIO ALTO	ALTO	0.866	0.651	0.616	0.99
2025	05303	Rinconada	Rural	5	Valparaíso	11855	0.681	0.251	0.474	194	MEDIO BAJO	0.567	0.339	0.516	95	334	138	MEDIO ALTO	BAJO	MEDIO ALTO	0.324	0.733	0.028	0.521
2025	05304	San Esteban	Mixto	5	Valparaíso	20112	0.66	0.21	0.504	143	MEDIO BAJO	0.524	0.371	0.618	131	320	19	MEDIO ALTO	BAJO	ALTO	0.5	0.622	0.065	0.938
2025	05401	La Ligua	Mixto	5	Valparaíso	39270	0.57	0.236	0.469	203	MEDIO BAJO	0.514	0.441	0.453	139	224	222	MEDIO ALTO	MEDIO BAJO	BAJO	0.299	0.602	0.34	0.233
2025	05402	Cabildo	Mixto	5	Valparaíso	20015	0.6	0.205	0.48	186	MEDIO BAJO	0.453	0.47	0.516	217	184	138	MEDIO BAJO	MEDIO BAJO	MEDIO ALTO	0.349	0.369	0.456	0.521
2025	05403	Papudo	Rural	5	Valparaíso	7561	0.637	0.189	NA	NA	NA	0.559	0.458	NA	103	206	NA	MEDIO ALTO	MEDIO BAJO	NA	NA	0.703	0.401	NA
2025	05404	Petorca	Rural	5	Valparaíso	10206	0.566	0.165	0.44	239	BAJO	0.363	0.479	0.478	327	170	200	BAJO	MEDIO BAJO	MEDIO BAJO	0.167	0.056	0.5	0.308
2025	05405	Zapallar	Rural	5	Valparaíso	7980	0.695	0.266	0.465	210	MEDIO BAJO	0.666	0.595	0.133	22	61	285	ALTO	ALTO	BAJO	0.264	0.939	0.824	0.014
2025	05501	Quillota	Urbano	5	Valparaíso	96753	0.626	0.155	0.552	82	MEDIO ALTO	0.604	0.517	0.536	54	135	105	ALTO	MEDIO ALTO	MEDIO ALTO	0.722	0.849	0.601	0.637
2025	05502	Calera	Urbano	5	Valparaíso	50631	0.595	0.167	0.517	128	MEDIO ALTO	0.592	0.438	0.52	65	232	135	ALTO	MEDIO BAJO	MEDIO ALTO	0.553	0.817	0.323	0.535
2025	05503	Hijuelas	Mixto	5	Valparaíso	19286	0.592	0.223	0.466	209	MEDIO BAJO	0.492	0.47	0.436	172	185	236	MEDIO ALTO	MEDIO BAJO	BAJO	0.271	0.506	0.456	0.188
2025	05504	La Cruz	Mixto	5	Valparaíso	24939	0.715	0.14	NA	NA	NA	0.609	0.38	NA	48	309	NA	ALTO	BAJO	NA	NA	0.863	0.099	NA
2025	05506	Nogales	Rural	5	Valparaíso	22136	0.618	0.151	0.491	170	MEDIO BAJO	0.531	0.429	0.513	124	244	145	MEDIO ALTO	MEDIO BAJO	MEDIO BAJO	0.408	0.642	0.285	0.5
2025	05601	San Antonio	Urbano	5	Valparaíso	96770	0.602	0.142	0.578	54	ALTO	0.579	0.645	0.509	76	34	151	ALTO	ALTO	MEDIO BAJO	0.817	0.782	0.902	0.476
2025	05602	Algarrobo	Mixto	5	Valparaíso	16076	0.624	0.196	0.577	56	ALTO	0.802	0.438	0.49	2	233	184	ALTO	MEDIO BAJO	MEDIO BAJO	0.806	0.997	0.323	0.363
2025	05603	Cartagena	Mixto	5	Valparaíso	24599	0.515	0.284	0.517	129	MEDIO ALTO	0.608	0.557	0.384	50	90	256	ALTO	MEDIO ALTO	BAJO	0.553	0.858	0.735	0.115
2025	05604	El Quisco	Mixto	5	Valparaíso	18971	0.549	0.117	0.625	14	ALTO	0.713	0.636	0.525	7	37	126	ALTO	ALTO	MEDIO ALTO	0.954	0.983	0.893	0.563
2025	05605	El Tabo	Mixto	5	Valparaíso	16260	0.539	0.207	0.547	92	MEDIO ALTO	0.709	0.555	0.376	8	96	259	ALTO	MEDIO ALTO	BAJO	0.687	0.98	0.717	0.104
2025	05606	Santo Domingo	Rural	5	Valparaíso	13171	0.728	0.161	0.645	4	ALTO	0.675	0.537	0.724	18	110	2	ALTO	MEDIO ALTO	ALTO	0.989	0.951	0.679	0.997
2025	05701	San Felipe	Urbano	5	Valparaíso	80413	0.632	0.172	0.543	95	MEDIO ALTO	0.571	0.52	0.539	89	132	99	MEDIO ALTO	MEDIO ALTO	MEDIO ALTO	0.669	0.75	0.616	0.662
2025	05702	Catemu	Rural	5	Valparaíso	13760	0.568	0.185	0.461	213	MEDIO BAJO	0.456	0.388	0.539	212	302	99	MEDIO BAJO	BAJO	MEDIO ALTO	0.254	0.393	0.125	0.662
2025	05703	Llaillay	Mixto	5	Valparaíso	25484	0.629	0.155	0.469	201	MEDIO BAJO	0.496	0.418	0.494	168	268	179	MEDIO ALTO	BAJO	MEDIO BAJO	0.299	0.515	0.213	0.384
2025	05704	Panquehue	Rural	5	Valparaíso	7269	0.596	0.183	0.507	141	MEDIO ALTO	0.512	0.359	0.651	144	328	12	MEDIO ALTO	BAJO	ALTO	0.507	0.587	0.048	0.962
2025	05705	Putaendo	Mixto	5	Valparaíso	17336	0.552	0.232	0.462	212	MEDIO BAJO	0.482	0.359	0.544	184	329	89	MEDIO BAJO	BAJO	MEDIO ALTO	0.257	0.467	0.048	0.694
2025	05706	Santa María	Mixto	5	Valparaíso	15134	0.6	0.198	0.42	257	BAJO	0.456	0.318	0.486	210	341	191	MEDIO BAJO	BAJO	MEDIO BAJO	0.101	0.393	0.006	0.346
2025	05801	Quilpué	Urbano	5	Valparaíso	162559	0.675	0.16	0.583	50	ALTO	0.667	0.595	0.486	21	62	189	ALTO	ALTO	MEDIO BAJO	0.831	0.942	0.824	0.346
2025	05802	Limache	Mixto	5	Valparaíso	56145	0.623	0.176	0.499	155	MEDIO BAJO	0.579	0.438	0.481	77	234	195	ALTO	MEDIO BAJO	MEDIO BAJO	0.461	0.782	0.323	0.325
2025	05803	Olmué	Rural	5	Valparaíso	19778	0.6	0.261	0.444	232	BAJO	0.536	0.429	0.368	120	245	262	MEDIO ALTO	MEDIO BAJO	BAJO	0.188	0.657	0.285	0.094
2025	05804	Villa Alemana	Urbano	5	Valparaíso	139571	0.67	0.15	0.496	158	MEDIO BAJO	0.635	0.458	0.395	33	207	253	ALTO	MEDIO BAJO	BAJO	0.447	0.907	0.401	0.125
2025	06101	Rancagua	Urbano	6	Libertador General Bernardo O'Higgins	257744	0.658	0.147	0.578	53	ALTO	0.625	0.578	0.532	40	73	114	ALTO	ALTO	MEDIO ALTO	0.817	0.887	0.786	0.613
2025	06102	Codegua	Mixto	6	Libertador General Bernardo O'Higgins	13955	0.615	0.182	0.352	281	BAJO	0.434	0.339	0.283	239	335	279	MEDIO BAJO	BAJO	BAJO	0.017	0.304	0.028	0.035
2025	06103	Coinco	Rural	6	Libertador General Bernardo O'Higgins	7916	0.556	0.219	0.509	137	MEDIO ALTO	0.513	0.499	0.516	140	149	138	MEDIO ALTO	MEDIO ALTO	MEDIO ALTO	0.521	0.596	0.562	0.521
2025	06104	Coltauco	Mixto	6	Libertador General Bernardo O'Higgins	21373	0.566	0.164	0.421	256	BAJO	0.498	0.429	0.336	163	246	266	MEDIO ALTO	MEDIO BAJO	BAJO	0.104	0.529	0.285	0.08
2025	06105	Doñihue	Mixto	6	Libertador General Bernardo O'Higgins	21925	0.611	0.151	0.513	134	MEDIO ALTO	0.515	0.517	0.506	136	136	157	MEDIO ALTO	MEDIO ALTO	MEDIO BAJO	0.535	0.608	0.601	0.455
2025	06106	Graneros	Mixto	6	Libertador General Bernardo O'Higgins	35938	0.597	0.133	0.451	226	BAJO	0.584	0.368	0.4	73	324	250	ALTO	BAJO	BAJO	0.219	0.791	0.06	0.135
2025	06107	Las Cabras	Rural	6	Libertador General Bernardo O'Higgins	27554	0.537	0.165	0.455	221	BAJO	0.402	0.429	0.534	283	247	110	BAJO	MEDIO BAJO	MEDIO ALTO	0.229	0.18	0.285	0.62
2025	06108	Machalí	Urbano	6	Libertador General Bernardo O'Higgins	60875	0.78	0.129	0.503	148	MEDIO BAJO	0.614	0.418	0.476	44	269	204	ALTO	BAJO	MEDIO BAJO	0.482	0.875	0.213	0.298
2025	06109	Malloa	Rural	6	Libertador General Bernardo O'Higgins	13882	0.526	0.134	0.513	135	MEDIO ALTO	0.412	0.61	0.516	266	55	138	BAJO	ALTO	MEDIO ALTO	0.535	0.225	0.842	0.521
2025	06110	Mostazal	Mixto	6	Libertador General Bernardo O'Higgins	27394	0.594	0.21	0.488	174	MEDIO BAJO	0.509	0.45	0.505	154	216	159	MEDIO ALTO	MEDIO BAJO	MEDIO BAJO	0.398	0.564	0.372	0.452
2025	06111	Olivar	Mixto	6	Libertador General Bernardo O'Higgins	13901	0.643	0.184	0.481	184	MEDIO BAJO	0.466	0.45	0.527	200	217	120	MEDIO BAJO	MEDIO BAJO	MEDIO ALTO	0.359	0.42	0.372	0.585
2025	06112	Peumo	Mixto	6	Libertador General Bernardo O'Higgins	14243	0.586	0.108	0.4	265	BAJO	0.43	0.38	0.392	241	310	254	MEDIO BAJO	BAJO	BAJO	0.073	0.298	0.099	0.122
2025	06113	Pichidegua	Rural	6	Libertador General Bernardo O'Higgins	20363	0.539	0.13	NA	NA	NA	0.416	NA	0.614	263	343	22	BAJO	NA	ALTO	NA	0.239	NA	0.931
2025	06114	Quinta de Tilcoco	Mixto	6	Libertador General Bernardo O'Higgins	13558	0.544	0.148	0.431	246	BAJO	0.477	0.4	0.417	191	281	245	MEDIO BAJO	BAJO	BAJO	0.139	0.452	0.185	0.153
2025	06115	Rengo	Urbano	6	Libertador General Bernardo O'Higgins	63620	0.571	0.136	0.534	104	MEDIO ALTO	0.567	0.438	0.597	96	235	34	MEDIO ALTO	MEDIO BAJO	ALTO	0.637	0.733	0.323	0.889
2025	06116	Requinoa	Mixto	6	Libertador General Bernardo O'Higgins	29508	0.627	0.168	0.472	199	MEDIO BAJO	0.454	0.429	0.532	216	248	112	MEDIO BAJO	MEDIO BAJO	MEDIO ALTO	0.303	0.381	0.285	0.613
2025	06117	San Vicente	Mixto	6	Libertador General Bernardo O'Higgins	49559	0.595	0.171	0.51	136	MEDIO ALTO	0.468	0.517	0.546	199	137	86	MEDIO BAJO	MEDIO ALTO	MEDIO ALTO	0.525	0.423	0.601	0.711
2025	06201	Pichilemu	Rural	6	Libertador General Bernardo O'Higgins	19847	0.566	0.181	NA	NA	NA	0.594	0.543	NA	61	105	NA	ALTO	MEDIO ALTO	NA	NA	0.826	0.69	NA
2025	06202	La Estrella	Rural	6	Libertador General Bernardo O'Higgins	4609	0.564	0.159	0.446	231	BAJO	0.418	0.517	0.403	256	138	248	MEDIO BAJO	MEDIO ALTO	BAJO	0.194	0.256	0.601	0.142
2025	06203	Litueche	Rural	6	Libertador General Bernardo O'Higgins	8852	0.533	0.278	0.431	247	BAJO	0.423	0.4	0.471	252	282	208	MEDIO BAJO	BAJO	MEDIO BAJO	0.139	0.265	0.185	0.281
2025	06204	Marchihue	Rural	6	Libertador General Bernardo O'Higgins	8715	0.558	0.167	0.433	244	BAJO	0.386	0.397	0.516	302	295	138	BAJO	BAJO	MEDIO ALTO	0.146	0.124	0.139	0.521
2025	06205	Navidad	Rural	6	Libertador General Bernardo O'Higgins	8885	0.517	0.206	NA	NA	NA	0.509	0.578	NA	151	74	NA	MEDIO ALTO	ALTO	NA	NA	0.564	0.786	NA
2025	06206	Paredones	Rural	6	Libertador General Bernardo O'Higgins	7228	0.457	0.212	NA	NA	NA	0.354	0.38	NA	338	311	NA	BAJO	BAJO	NA	NA	0.022	0.099	NA
2025	06301	San Fernando	Urbano	6	Libertador General Bernardo O'Higgins	75585	0.626	0.136	0.58	51	ALTO	0.566	0.648	0.525	97	33	128	MEDIO ALTO	ALTO	MEDIO ALTO	0.824	0.721	0.905	0.563
2025	06302	Chépica	Mixto	6	Libertador General Bernardo O'Higgins	15668	0.496	0.164	0.557	76	MEDIO ALTO	0.4	0.528	0.742	285	121	1	BAJO	MEDIO ALTO	ALTO	0.743	0.174	0.649	1
2025	06303	Chimbarongo	Rural	6	Libertador General Bernardo O'Higgins	37258	0.556	0.175	0.469	202	MEDIO BAJO	0.429	0.438	0.541	242	236	94	MEDIO BAJO	MEDIO BAJO	MEDIO ALTO	0.299	0.295	0.323	0.683
2025	06304	Lolol	Rural	6	Libertador General Bernardo O'Higgins	7791	0.511	0.22	0.411	261	BAJO	0.408	0.4	0.426	271	283	240	BAJO	BAJO	BAJO	0.087	0.213	0.185	0.17
2025	06305	Nancagua	Mixto	6	Libertador General Bernardo O'Higgins	18723	0.539	0.155	0.441	236	BAJO	0.444	0.4	0.478	227	284	200	MEDIO BAJO	BAJO	MEDIO BAJO	0.174	0.342	0.185	0.308
2025	06306	Palmilla	Rural	6	Libertador General Bernardo O'Higgins	13060	0.575	0.181	0.474	195	MEDIO BAJO	0.37	0.479	0.573	318	171	56	BAJO	MEDIO BAJO	ALTO	0.324	0.081	0.5	0.812
2025	06307	Peralillo	Rural	6	Libertador General Bernardo O'Higgins	12493	0.567	0.158	0.429	248	BAJO	0.391	0.441	0.456	295	225	219	BAJO	MEDIO BAJO	BAJO	0.132	0.143	0.34	0.243
2025	06308	Placilla	Rural	6	Libertador General Bernardo O'Higgins	9438	0.555	0.19	NA	NA	NA	0.374	0.496	NA	312	154	NA	BAJO	MEDIO ALTO	NA	NA	0.096	0.545	NA
2025	06309	Pumanque	Rural	6	Libertador General Bernardo O'Higgins	4559	0.489	0.147	NA	NA	NA	0.372	0.33	NA	313	340	NA	BAJO	BAJO	NA	NA	0.093	0.011	NA
2025	06310	Santa Cruz	Mixto	6	Libertador General Bernardo O'Higgins	41209	0.596	0.106	0.492	167	MEDIO BAJO	0.498	0.438	0.541	164	237	96	MEDIO ALTO	MEDIO BAJO	MEDIO ALTO	0.415	0.529	0.323	0.683
2025	07101	Talca	Urbano	7	Maule	232131	0.658	0.106	0.585	47	ALTO	0.635	0.566	0.554	34	86	72	ALTO	MEDIO ALTO	ALTO	0.842	0.907	0.75	0.753
2025	07102	Constitución	Mixto	7	Maule	47004	0.582	0.172	0.501	150	MEDIO BAJO	0.494	0.528	0.481	169	122	196	MEDIO ALTO	MEDIO ALTO	MEDIO BAJO	0.475	0.512	0.649	0.325
2025	07103	Curepto	Rural	7	Maule	9519	0.5	0.125	0.508	139	MEDIO ALTO	0.369	0.557	0.597	319	91	33	BAJO	MEDIO ALTO	ALTO	0.518	0.076	0.735	0.889
2025	07104	Empedrado	Rural	7	Maule	3990	0.453	0.181	0.434	242	BAJO	0.39	0.441	0.471	297	226	208	BAJO	MEDIO BAJO	MEDIO BAJO	0.153	0.138	0.34	0.281
2025	07105	Maule	Mixto	7	Maule	61081	0.614	0.11	0.473	198	MEDIO BAJO	0.419	0.52	0.479	254	133	199	MEDIO BAJO	MEDIO ALTO	MEDIO BAJO	0.313	0.259	0.616	0.318
2025	07106	Pelarco	Rural	7	Maule	9229	0.562	0.206	0.494	163	MEDIO BAJO	0.371	0.467	0.644	316	194	15	BAJO	MEDIO BAJO	ALTO	0.437	0.084	0.43	0.951
2025	07107	Pencahue	Rural	7	Maule	9181	0.588	0.206	0.479	188	MEDIO BAJO	0.382	0.38	0.674	307	312	8	BAJO	BAJO	ALTO	0.345	0.112	0.099	0.976
2025	07108	Río Claro	Rural	7	Maule	14276	0.519	0.208	0.474	193	MEDIO BAJO	0.387	0.52	0.516	300	134	138	BAJO	MEDIO ALTO	MEDIO ALTO	0.324	0.129	0.616	0.521
2025	07109	San Clemente	Rural	7	Maule	47380	0.523	0.18	0.596	30	ALTO	0.445	0.756	0.587	225	1	44	MEDIO BAJO	ALTO	ALTO	0.898	0.345	1	0.851
2025	07110	San Rafael	Rural	7	Maule	11230	0.541	0.12	0.519	127	MEDIO ALTO	0.394	0.47	0.692	291	186	7	BAJO	MEDIO BAJO	ALTO	0.556	0.157	0.456	0.979
2025	07201	Cauquenes	Rural	7	Maule	42798	0.544	0.161	0.57	61	ALTO	0.543	0.607	0.561	115	57	66	MEDIO ALTO	ALTO	ALTO	0.789	0.672	0.836	0.778
2025	07202	Chanco	Rural	7	Maule	9446	0.513	0.228	0.463	211	MEDIO BAJO	0.369	0.549	0.471	320	99	208	BAJO	MEDIO ALTO	MEDIO BAJO	0.261	0.076	0.708	0.281
2025	07203	Pelluhue	Rural	7	Maule	8578	0.538	0.202	0.491	169	MEDIO BAJO	0.504	0.42	0.55	158	256	76	MEDIO ALTO	BAJO	MEDIO ALTO	0.408	0.544	0.25	0.739
2025	07301	Curicó	Urbano	7	Maule	159968	0.624	0.174	0.603	23	ALTO	0.609	0.627	0.573	49	42	55	ALTO	ALTO	ALTO	0.923	0.863	0.881	0.812
2025	07302	Hualañé	Rural	7	Maule	10775	0.516	0.161	0.478	189	MEDIO BAJO	0.404	0.499	0.531	279	150	116	BAJO	MEDIO ALTO	MEDIO ALTO	0.338	0.194	0.562	0.602
2025	07303	Licantén	Rural	7	Maule	6892	0.57	0.144	0.523	122	MEDIO ALTO	0.511	0.479	0.578	147	172	49	MEDIO ALTO	MEDIO BAJO	ALTO	0.581	0.576	0.5	0.833
2025	07304	Molina	Mixto	7	Maule	48949	0.544	0.179	0.549	86	MEDIO ALTO	0.456	0.616	0.575	211	48	54	MEDIO BAJO	ALTO	ALTO	0.704	0.393	0.86	0.819
2025	07305	Rauco	Rural	7	Maule	11266	0.539	0.187	0.53	107	MEDIO ALTO	0.465	0.54	0.584	201	107	45	MEDIO BAJO	MEDIO ALTO	ALTO	0.627	0.417	0.688	0.847
2025	07306	Romeral	Mixto	7	Maule	17233	0.595	0.164	0.494	161	MEDIO BAJO	0.441	0.537	0.505	232	111	159	MEDIO BAJO	MEDIO ALTO	MEDIO BAJO	0.437	0.324	0.679	0.452
2025	07307	Sagrada Familia	Rural	7	Maule	19427	0.562	0.166	0.494	162	MEDIO BAJO	0.346	0.49	0.646	341	157	14	BAJO	MEDIO ALTO	ALTO	0.437	0.014	0.539	0.955
2025	07308	Teno	Rural	7	Maule	30113	0.545	0.187	0.514	132	MEDIO ALTO	0.406	0.598	0.539	273	59	99	BAJO	ALTO	MEDIO ALTO	0.539	0.205	0.827	0.662
2025	07309	Vichuquén	Rural	7	Maule	4716	0.568	0.202	NA	NA	NA	0.463	0.461	NA	202	197	NA	MEDIO BAJO	MEDIO BAJO	NA	NA	0.414	0.419	NA
2025	07401	Linares	Urbano	7	Maule	96744	0.619	0.105	0.563	70	ALTO	0.531	0.566	0.591	125	87	42	MEDIO ALTO	MEDIO ALTO	ALTO	0.761	0.642	0.75	0.865
2025	07402	Colbún	Rural	7	Maule	22637	0.566	0.204	0.428	249	BAJO	0.406	0.45	0.429	274	218	239	BAJO	MEDIO BAJO	BAJO	0.128	0.205	0.372	0.174
2025	07403	Longaví	Rural	7	Maule	33299	0.492	0.215	0.444	233	BAJO	0.444	0.38	0.508	226	313	155	MEDIO BAJO	BAJO	MEDIO BAJO	0.188	0.342	0.099	0.462
2025	07404	Parral	Mixto	7	Maule	45323	0.559	0.136	0.549	85	MEDIO ALTO	0.549	0.578	0.521	111	75	132	MEDIO ALTO	ALTO	MEDIO ALTO	0.704	0.68	0.786	0.542
2025	07405	Retiro	Rural	7	Maule	22310	0.474	0.189	0.426	253	BAJO	0.471	0.371	0.436	197	321	235	MEDIO BAJO	BAJO	BAJO	0.122	0.429	0.065	0.188
2025	07406	San Javier	Mixto	7	Maule	49559	0.556	0.155	0.523	121	MEDIO ALTO	0.428	0.488	0.652	244	161	11	MEDIO BAJO	MEDIO ALTO	ALTO	0.581	0.289	0.524	0.965
2025	07407	Villa Alegre	Mixto	7	Maule	17919	0.574	0.133	0.339	284	BAJO	0.405	0.499	0.114	275	151	287	BAJO	MEDIO ALTO	BAJO	0.007	0.199	0.562	0.007
2025	07408	Yerbas Buenas	Rural	7	Maule	20035	0.523	0.167	0.496	159	MEDIO BAJO	0.383	0.578	0.527	305	76	120	BAJO	ALTO	MEDIO ALTO	0.447	0.115	0.786	0.585
2025	08101	Concepción	Urbano	8	Biobío	230375	0.719	0.115	0.591	37	ALTO	0.678	0.584	0.512	16	71	148	ALTO	ALTO	MEDIO BAJO	0.873	0.956	0.792	0.49
2025	08102	Coronel	Urbano	8	Biobío	123648	0.609	0.136	0.595	31	ALTO	0.636	0.665	0.482	32	25	194	ALTO	ALTO	MEDIO BAJO	0.894	0.91	0.929	0.329
2025	08103	Chiguayante	Urbano	8	Biobío	85822	0.711	0.109	0.613	19	ALTO	0.645	0.587	0.607	27	67	25	ALTO	ALTO	ALTO	0.937	0.927	0.804	0.917
2025	08104	Florida	Rural	8	Biobío	12958	0.561	0.274	0.351	282	BAJO	0.414	0.409	0.23	264	273	283	BAJO	BAJO	BAJO	0.014	0.23	0.199	0.021
2025	08105	Hualqui	Mixto	8	Biobío	25795	0.56	0.209	0.524	118	MEDIO ALTO	0.569	0.578	0.426	92	77	240	MEDIO ALTO	ALTO	BAJO	0.588	0.735	0.786	0.17
2025	08106	Lota	Mixto	8	Biobío	39980	0.569	0.175	0.521	125	MEDIO ALTO	0.627	0.388	0.546	38	303	85	ALTO	BAJO	MEDIO ALTO	0.567	0.892	0.125	0.711
2025	08107	Penco	Mixto	8	Biobío	48971	0.633	0.115	0.549	87	MEDIO ALTO	0.612	0.595	0.439	45	63	233	ALTO	ALTO	BAJO	0.704	0.872	0.824	0.198
2025	08108	San Pedro de la Paz	Urbano	8	Biobío	150992	0.723	0.095	0.597	29	ALTO	0.65	0.584	0.557	24	72	68	ALTO	ALTO	ALTO	0.905	0.933	0.792	0.767
2025	08109	Santa Juana	Mixto	8	Biobío	14947	0.558	0.193	0.477	192	MEDIO BAJO	0.487	0.38	0.563	180	314	64	MEDIO BAJO	BAJO	ALTO	0.331	0.482	0.099	0.781
2025	08110	Talcahuano	Urbano	8	Biobío	147322	0.674	0.106	0.643	5	ALTO	0.702	0.715	0.512	10	13	147	ALTO	ALTO	MEDIO BAJO	0.986	0.974	0.964	0.49
2025	08111	Tomé	Urbano	8	Biobío	56907	0.608	0.153	0.63	12	ALTO	0.61	0.674	0.604	46	21	28	ALTO	ALTO	ALTO	0.961	0.869	0.94	0.906
2025	08112	Hualpén	Urbano	8	Biobío	87731	0.668	0.097	0.557	74	MEDIO ALTO	0.53	0.645	0.497	126	35	173	MEDIO ALTO	ALTO	MEDIO BAJO	0.743	0.637	0.902	0.401
2025	08201	Lebu	Mixto	8	Biobío	25246	0.54	0.264	0.601	25	ALTO	0.571	0.575	0.656	87	82	10	MEDIO ALTO	ALTO	ALTO	0.915	0.75	0.759	0.969
2025	08202	Arauco	Rural	8	Biobío	37163	0.61	0.171	0.555	78	MEDIO ALTO	0.555	0.508	0.603	105	142	29	MEDIO ALTO	MEDIO ALTO	ALTO	0.729	0.698	0.583	0.903
2025	08203	Cañete	Rural	8	Biobío	34640	0.503	0.273	0.542	97	MEDIO ALTO	0.481	0.578	0.568	186	78	59	MEDIO BAJO	ALTO	ALTO	0.662	0.461	0.786	0.799
2025	08204	Contulmo	Rural	8	Biobío	5905	0.504	0.233	0.439	241	BAJO	0.512	0.359	0.445	143	330	226	MEDIO ALTO	BAJO	BAJO	0.16	0.587	0.048	0.219
2025	08205	Curanilahue	Mixto	8	Biobío	31119	0.577	0.198	0.533	106	MEDIO ALTO	0.588	0.549	0.462	68	100	217	ALTO	MEDIO ALTO	BAJO	0.634	0.805	0.708	0.25
2025	08206	Los Alamos	Rural	8	Biobío	21950	0.519	0.195	0.543	96	MEDIO ALTO	0.565	0.528	0.535	101	123	109	MEDIO ALTO	MEDIO ALTO	MEDIO ALTO	0.669	0.715	0.649	0.623
2025	08207	Tirúa	Rural	8	Biobío	10208	0.356	0.341	NA	NA	NA	0.356	0.476	NA	337	181	NA	BAJO	MEDIO BAJO	NA	NA	0.025	0.468	NA
2025	08301	Los Angeles	Urbano	8	Biobío	219441	0.64	0.141	0.597	28	ALTO	0.543	0.654	0.595	114	31	37	MEDIO ALTO	ALTO	ALTO	0.905	0.672	0.911	0.875
2025	08302	Antuco	Rural	8	Biobío	4373	0.561	0.136	0.416	258	BAJO	0.363	0.481	0.403	326	168	248	BAJO	MEDIO ALTO	BAJO	0.097	0.056	0.503	0.142
2025	08303	Cabrero	Rural	8	Biobío	31256	0.569	0.17	0.453	222	BAJO	0.505	0.4	0.455	157	285	221	MEDIO ALTO	BAJO	BAJO	0.222	0.549	0.185	0.236
2025	08304	Laja	Mixto	8	Biobío	23706	0.616	0.163	0.486	177	MEDIO BAJO	0.508	0.438	0.513	155	238	144	MEDIO ALTO	MEDIO BAJO	MEDIO BAJO	0.38	0.552	0.323	0.5
2025	08305	Mulchén	Mixto	8	Biobío	29036	0.553	0.225	0.526	113	MEDIO ALTO	0.509	0.549	0.522	153	101	131	MEDIO ALTO	MEDIO ALTO	MEDIO ALTO	0.606	0.564	0.708	0.553
